estacion_id,fecha,hora,nivel_agua_m,velocidad_ms,caudal_m3_s,temperatura_C,pH,oxigeno_disuelto_mg_L,turbidez_NTU,conductividad_uS_cm
AMZ-IQT-001,2024-03-07,13:00,49.39,1.207,191073,22.5,6.3,7.26,278,74
AMZ-IQT-001,2024-03-08,11:00,51.91,1.269,200858,25.8,6.8,6.96,294,103
AMZ-IQT-001,2024-03-09,17:00,52.88,1.292,204596,24.6,6.66,7.91,303,85
AMZ-IQT-001,2024-03-10,14:00,50.18,1.226,194142,25.2,6.19,7.01,304,71
AMZ-IQT-001,2024-03-11,09:00,48.16,1.177,186324,25.0,6.47,6.75,261,90
AMZ-IQT-001,2024-03-12,13:00,52.66,1.287,203739,25.3,6.29,6.49,279,90
AMZ-IQT-001,2024-03-13,12:00,54.98,1.344,212707,24.3,6.39,5.84,319,77
AMZ-IQT-001,2024-03-14,06:00,51.38,1.256,198801,25.8,6.6,6.79,272,84
AMZ-IQT-001,2024-03-15,10:00,51.56,1.26,199494,25.3,6.57,5.78,273,91
AMZ-IQT-001,2024-03-16,13:00,54.05,1.321,209115,24.0,6.08,6.26,287,76
AMZ-IQT-001,2024-03-17,08:00,57.36,1.402,221946,24.5,6.57,6.41,306,73
AMZ-IQT-001,2024-03-18,06:00,48.08,1.175,186014,24.8,6.68,6.88,240,81
AMZ-IQT-001,2024-03-19,07:00,56.62,1.384,219056,24.8,6.62,6.21,324,86
AMZ-IQT-001,2024-03-20,16:00,51.64,1.262,199784,24.0,6.38,6.13,327,102
AMZ-IQT-001,2024-03-21,13:00,56.06,1.37,216899,25.5,6.41,6.75,297,83
AMZ-IQT-001,2024-03-22,06:00,51.46,1.258,199104,26.2,6.48,6.7,279,91
AMZ-IQT-001,2024-03-23,17:00,52.27,1.278,202234,26.1,6.77,6.78,283,87
AMZ-IQT-001,2024-03-24,12:00,55.01,1.344,212818,24.3,6.41,7.25,329,79
AMZ-IQT-001,2024-03-25,10:00,51.36,1.255,198723,24.9,6.25,6.6,287,94
AMZ-IQT-001,2024-03-26,14:00,49.05,1.199,189785,25.3,6.76,6.89,273,81
AMZ-IQT-001,2024-03-27,09:00,51.41,1.257,198926,23.3,6.69,6.76,300,74
AMZ-IQT-001,2024-03-28,08:00,52.95,1.294,204877,24.6,6.56,6.56,286,85
AMZ-IQT-001,2024-03-29,12:00,55.18,1.349,213482,23.7,6.64,6.41,315,81
AMZ-IQT-001,2024-03-30,09:00,53.01,1.296,205115,25.4,6.45,7.01,307,79
AMZ-IQT-001,2024-03-31,06:00,53.79,1.315,208135,25.1,6.64,5.55,294,86
AMZ-IQT-001,2024-04-01,07:00,39.68,0.97,153511,24.4,6.82,7.03,211,88
AMZ-IQT-001,2024-04-02,12:00,35.61,0.87,137794,25.0,6.61,5.65,215,82
AMZ-IQT-001,2024-04-03,08:00,41.8,1.022,161712,26.0,6.59,6.6,235,77
AMZ-IQT-001,2024-04-04,17:00,39.73,0.971,153733,24.7,6.06,7.08,199,75
AMZ-IQT-001,2024-04-05,16:00,38.08,0.931,147342,24.7,6.34,7.14,216,75
AMZ-IQT-001,2024-04-06,14:00,36.27,0.886,140323,24.5,6.63,5.7,216,88
AMZ-IQT-001,2024-04-07,11:00,39.59,0.968,153178,26.2,6.68,6.64,222,86
AMZ-IQT-001,2024-04-08,12:00,41.44,1.013,160342,26.2,6.21,6.16,242,73
AMZ-IQT-001,2024-04-09,06:00,34.16,0.835,132162,24.6,6.89,6.21,191,96
AMZ-IQT-001,2024-04-10,14:00,35.44,0.866,137124,25.6,6.41,6.24,167,83
AMZ-IQT-001,2024-04-11,08:00,37.89,0.926,146615,24.7,6.73,5.69,208,84
AMZ-IQT-001,2024-04-12,17:00,38.21,0.934,147827,27.3,6.56,7.06,203,89
AMZ-IQT-001,2024-04-13,11:00,39.98,0.977,154681,23.7,6.61,6.92,262,74
AMZ-IQT-001,2024-04-14,11:00,38.06,0.93,147240,25.9,6.14,6.17,234,72
AMZ-IQT-001,2024-04-15,16:00,39.53,0.966,152936,27.0,6.5,6.17,205,73
AMZ-IQT-001,2024-04-16,06:00,40.5,0.99,156681,26.9,6.46,6.03,231,83
AMZ-IQT-001,2024-04-17,17:00,40.49,0.99,156669,26.2,6.33,6.77,212,88
AMZ-IQT-001,2024-04-18,14:00,38.26,0.935,148029,25.2,6.3,7.02,209,91
AMZ-IQT-001,2024-04-19,12:00,37.92,0.927,146721,25.1,6.65,6.3,199,84
AMZ-IQT-001,2024-04-20,08:00,37.78,0.923,146164,26.7,6.79,6.08,190,80
AMZ-IQT-001,2024-04-21,11:00,40.67,0.994,157351,25.8,6.61,6.35,214,85
AMZ-IQT-001,2024-04-22,06:00,43.14,1.055,166929,25.5,6.82,6.2,250,90
AMZ-IQT-001,2024-04-23,11:00,41.42,1.012,160261,25.7,6.54,7.42,239,90
AMZ-IQT-001,2024-04-24,11:00,41.36,1.011,160022,26.8,6.26,5.98,230,78
AMZ-IQT-001,2024-04-25,15:00,42.21,1.032,163320,26.5,6.41,5.9,221,78
AMZ-IQT-001,2024-04-26,16:00,36.45,0.891,141032,25.8,6.61,6.48,214,88
AMZ-IQT-001,2024-04-27,11:00,39.74,0.971,153737,26.5,6.29,5.53,216,79
AMZ-IQT-001,2024-04-28,06:00,37.76,0.923,146088,26.0,6.58,6.78,237,81
AMZ-IQT-001,2024-04-29,16:00,38.76,0.947,149960,27.4,6.29,6.33,203,89
AMZ-IQT-001,2024-04-30,06:00,39.86,0.974,154223,24.9,6.49,6.9,234,81
AMZ-IQT-001,2024-05-01,11:00,41.63,1.017,161054,26.7,6.52,6.13,224,93
AMZ-IQT-001,2024-05-02,08:00,40.47,0.989,156576,26.5,6.09,6.89,236,72
AMZ-IQT-001,2024-05-03,15:00,41.25,1.008,159593,26.0,6.41,6.68,234,81
AMZ-IQT-001,2024-05-04,17:00,41.31,1.01,159821,25.3,6.42,7.0,227,78
AMZ-IQT-001,2024-05-05,08:00,37.92,0.927,146703,26.1,6.55,7.28,211,77
AMZ-IQT-001,2024-05-06,16:00,39.69,0.97,153549,26.6,6.62,6.9,214,89
AMZ-IQT-001,2024-05-07,10:00,42.87,1.048,165862,26.5,6.54,6.74,217,97
AMZ-IQT-001,2024-05-08,12:00,40.69,0.995,157441,27.2,6.66,6.48,224,108
AMZ-IQT-001,2024-05-09,11:00,41.81,1.022,161751,26.9,6.56,6.69,229,97
AMZ-IQT-001,2024-05-10,11:00,40.72,0.995,157544,26.8,6.55,6.88,248,76
AMZ-IQT-001,2024-05-11,15:00,37.55,0.918,145282,25.3,6.54,7.5,227,96
AMZ-IQT-001,2024-05-12,09:00,39.16,0.957,151527,25.9,6.14,6.26,229,74
AMZ-IQT-001,2024-05-13,13:00,40.24,0.984,155692,27.3,6.15,6.67,209,94
AMZ-IQT-001,2024-05-14,09:00,40.4,0.987,156306,27.6,6.43,6.64,246,94
AMZ-IQT-001,2024-05-15,06:00,39.86,0.974,154218,28.3,6.42,6.29,218,78
AMZ-IQT-001,2024-05-16,17:00,39.7,0.97,153608,26.9,6.4,6.64,230,79
AMZ-IQT-001,2024-05-17,07:00,41.4,1.012,160194,27.3,6.41,7.22,231,89
AMZ-IQT-001,2024-05-18,17:00,40.82,0.998,157941,26.8,6.56,6.04,197,87
AMZ-IQT-001,2024-05-19,08:00,40.81,0.997,157885,25.9,6.3,6.48,228,83
AMZ-IQT-001,2024-05-20,06:00,40.24,0.983,155676,27.0,6.69,5.3,220,83
AMZ-IQT-001,2024-05-21,16:00,40.91,1.0,158271,26.6,6.48,6.45,247,69
AMZ-IQT-001,2024-05-22,15:00,44.1,1.078,170629,26.0,6.4,5.88,237,84
AMZ-IQT-001,2024-05-23,08:00,40.18,0.982,155461,28.4,6.49,7.17,216,88
AMZ-IQT-001,2024-05-24,16:00,40.48,0.989,156619,25.3,6.46,7.61,207,91
AMZ-IQT-001,2024-05-25,06:00,42.51,1.039,164466,28.8,6.48,6.57,227,75
AMZ-IQT-001,2024-05-26,12:00,40.0,0.978,154767,28.3,6.45,6.03,229,81
AMZ-IQT-001,2024-05-27,14:00,42.19,1.031,163220,28.2,6.88,6.58,228,93
AMZ-IQT-001,2024-05-28,16:00,45.58,1.114,176342,27.9,6.64,6.33,247,82
AMZ-IQT-001,2024-05-29,13:00,43.15,1.055,166938,26.3,6.52,6.5,247,79
AMZ-IQT-001,2024-05-30,11:00,45.29,1.107,175215,28.1,6.55,5.81,269,92
AMZ-IQT-001,2024-05-31,11:00,43.49,1.063,168257,28.1,6.4,6.88,256,80
AMZ-IQT-001,2024-06-01,11:00,28.43,0.695,109994,28.2,6.57,5.54,139,86
AMZ-IQT-001,2024-06-02,13:00,30.05,0.735,116278,28.8,6.33,6.74,155,87
AMZ-IQT-001,2024-06-03,14:00,28.17,0.688,108982,27.2,6.53,6.6,139,78
AMZ-IQT-001,2024-06-04,09:00,28.05,0.685,108509,27.0,6.12,7.15,172,73
AMZ-IQT-001,2024-06-05,10:00,30.76,0.752,119030,30.3,6.39,6.12,178,77
AMZ-IQT-001,2024-06-06,16:00,30.51,0.746,118055,27.2,6.55,6.88,172,70
AMZ-IQT-001,2024-06-07,13:00,27.23,0.666,105359,27.9,6.54,6.17,155,77
AMZ-IQT-001,2024-06-08,11:00,28.51,0.697,110322,27.7,6.28,6.33,151,73
AMZ-IQT-001,2024-06-09,15:00,30.51,0.746,118039,30.4,6.59,6.38,187,83
AMZ-IQT-001,2024-06-10,10:00,29.93,0.731,115792,28.4,6.85,5.96,162,84
AMZ-IQT-001,2024-06-11,11:00,29.97,0.733,115968,29.4,5.96,6.21,185,91
AMZ-IQT-001,2024-06-12,11:00,32.43,0.793,125466,28.6,6.21,7.31,193,79
AMZ-IQT-001,2024-06-13,12:00,29.39,0.718,113704,28.6,6.71,6.33,176,82
AMZ-IQT-001,2024-06-14,10:00,30.34,0.742,117384,29.8,6.08,6.45,155,87
AMZ-IQT-001,2024-06-15,06:00,32.69,0.799,126471,27.6,6.49,6.76,168,85
AMZ-IQT-001,2024-06-16,10:00,29.63,0.724,114650,27.9,6.33,6.1,165,91
AMZ-IQT-001,2024-06-17,11:00,31.98,0.782,123749,29.1,6.5,6.66,174,79
AMZ-IQT-001,2024-06-18,09:00,29.65,0.725,114719,27.1,6.05,6.24,165,86
AMZ-IQT-001,2024-06-19,16:00,31.07,0.759,120222,29.4,6.41,5.7,171,91
AMZ-IQT-001,2024-06-20,15:00,30.45,0.744,117810,29.4,6.21,7.12,207,84
AMZ-IQT-001,2024-06-21,12:00,31.81,0.777,123070,28.5,6.36,6.32,176,80
AMZ-IQT-001,2024-06-22,06:00,31.66,0.774,122507,28.7,6.54,5.81,179,92
AMZ-IQT-001,2024-06-23,08:00,32.21,0.787,124639,28.6,6.3,6.52,147,81
AMZ-IQT-001,2024-06-24,09:00,30.59,0.748,118362,29.0,6.66,6.16,182,92
AMZ-IQT-001,2024-06-25,13:00,30.77,0.752,119061,29.5,6.55,6.06,185,74
AMZ-IQT-001,2024-06-26,17:00,30.1,0.736,116448,29.2,6.83,6.7,197,81
AMZ-IQT-001,2024-06-27,12:00,28.79,0.704,111375,30.2,6.51,7.12,177,89
AMZ-IQT-001,2024-06-28,12:00,30.76,0.752,118999,30.5,6.36,6.46,178,91
AMZ-IQT-001,2024-06-29,16:00,30.32,0.741,117305,28.5,6.59,5.96,182,80
AMZ-IQT-001,2024-06-30,11:00,28.28,0.691,109435,29.6,6.58,7.06,156,85
AMZ-IQT-001,2024-07-01,07:00,31.97,0.781,123692,29.0,6.74,6.37,204,80
AMZ-IQT-001,2024-07-02,06:00,31.7,0.775,122634,29.3,6.83,5.71,147,86
AMZ-IQT-001,2024-07-03,08:00,29.98,0.733,115987,28.1,6.72,6.33,175,82
AMZ-IQT-001,2024-07-04,06:00,27.63,0.675,106896,29.2,6.77,7.13,123,91
AMZ-IQT-001,2024-07-05,06:00,29.37,0.718,113646,29.7,6.68,6.38,185,98
AMZ-IQT-001,2024-07-06,12:00,31.51,0.77,121931,29.3,6.41,6.74,183,74
AMZ-IQT-001,2024-07-07,10:00,32.26,0.788,124816,28.4,6.56,6.23,172,80
AMZ-IQT-001,2024-07-08,11:00,31.6,0.772,122272,29.0,6.5,6.13,175,96
AMZ-IQT-001,2024-07-09,13:00,32.44,0.793,125498,29.9,6.54,6.42,197,104
AMZ-IQT-001,2024-07-10,06:00,30.69,0.75,118728,29.2,6.47,7.07,169,80
AMZ-IQT-001,2024-07-11,06:00,31.48,0.77,121817,29.6,6.59,6.87,184,91
AMZ-IQT-001,2024-07-12,06:00,31.86,0.779,123265,30.7,6.55,6.06,180,93
AMZ-IQT-001,2024-07-13,07:00,31.23,0.763,120814,30.3,6.46,6.11,162,84
AMZ-IQT-001,2024-07-14,15:00,30.01,0.734,116117,28.3,6.47,6.41,165,92
AMZ-IQT-001,2024-07-15,08:00,31.32,0.766,121180,28.9,6.5,6.33,136,76
AMZ-IQT-001,2024-07-16,06:00,31.25,0.764,120908,30.3,6.59,6.86,181,99
AMZ-IQT-001,2024-07-17,14:00,32.04,0.783,123969,29.6,6.19,6.76,170,78
AMZ-IQT-001,2024-07-18,06:00,33.4,0.816,129231,29.1,6.64,6.65,191,71
AMZ-IQT-001,2024-07-19,16:00,31.68,0.774,122586,29.3,6.44,7.03,187,66
AMZ-IQT-001,2024-07-20,12:00,32.76,0.801,126741,30.0,6.78,6.16,186,81
AMZ-IQT-001,2024-07-21,13:00,30.62,0.749,118487,30.0,6.61,7.11,154,87
AMZ-IQT-001,2024-07-22,13:00,30.65,0.749,118593,31.5,6.43,6.52,167,85
AMZ-IQT-001,2024-07-23,13:00,32.32,0.79,125053,31.8,6.3,6.28,187,69
AMZ-IQT-001,2024-07-24,08:00,28.3,0.692,109489,29.9,6.52,6.59,151,70
AMZ-IQT-001,2024-07-25,08:00,34.52,0.844,133546,30.6,6.62,6.97,182,83
AMZ-IQT-001,2024-07-26,11:00,32.8,0.802,126900,31.3,6.47,6.39,192,90
AMZ-IQT-001,2024-07-27,17:00,31.69,0.774,122593,30.9,6.48,5.66,173,88
AMZ-IQT-001,2024-07-28,07:00,31.95,0.781,123606,31.1,6.34,7.35,170,79
AMZ-IQT-001,2024-07-29,09:00,32.4,0.792,125360,29.8,6.37,7.44,175,89
AMZ-IQT-001,2024-07-30,08:00,33.31,0.814,128870,30.9,6.43,5.84,192,84
AMZ-IQT-001,2024-07-31,08:00,31.78,0.777,122961,30.1,6.31,6.84,153,90
AMZ-IQT-001,2024-08-01,13:00,30.68,0.75,118695,29.7,6.3,6.42,150,82
AMZ-IQT-001,2024-08-02,08:00,32.63,0.798,126258,30.6,6.38,6.67,201,79
AMZ-IQT-001,2024-08-03,17:00,30.74,0.751,118915,31.3,6.32,5.86,186,85
AMZ-IQT-001,2024-08-04,07:00,31.61,0.773,122310,30.9,6.12,6.91,172,91
AMZ-IQT-001,2024-08-05,07:00,32.83,0.802,127022,31.5,6.41,6.48,200,91
AMZ-IQT-001,2024-08-06,07:00,35.02,0.856,135492,31.1,6.45,6.61,185,81
AMZ-IQT-001,2024-08-07,07:00,34.52,0.844,133549,31.7,6.21,6.72,207,91
AMZ-IQT-001,2024-08-08,07:00,35.02,0.856,135497,30.2,6.63,6.5,201,90
AMZ-IQT-001,2024-08-09,10:00,31.39,0.767,121455,29.2,6.95,6.83,136,81
AMZ-IQT-001,2024-08-10,07:00,31.18,0.762,120633,31.4,6.62,7.35,182,95
AMZ-IQT-001,2024-08-11,16:00,30.81,0.753,119204,31.5,6.63,6.1,197,86
AMZ-IQT-001,2024-08-12,09:00,32.18,0.786,124492,29.0,6.24,6.5,178,89
AMZ-IQT-001,2024-08-13,07:00,31.16,0.762,120543,31.9,6.77,6.48,172,86
AMZ-IQT-001,2024-08-14,11:00,33.31,0.814,128880,29.8,6.46,7.55,187,91
AMZ-IQT-001,2024-08-15,09:00,34.26,0.837,132558,29.9,6.58,5.96,197,88
AMZ-IQT-001,2024-08-16,09:00,34.38,0.84,133018,30.1,6.52,6.88,204,74
AMZ-IQT-001,2024-08-17,13:00,36.22,0.885,140154,31.5,6.37,6.14,186,84
AMZ-IQT-001,2024-08-18,08:00,34.0,0.831,131544,30.5,6.46,7.82,210,88
AMZ-IQT-001,2024-08-19,11:00,31.21,0.763,120735,30.9,6.46,6.74,167,100
AMZ-IQT-001,2024-08-20,14:00,32.84,0.803,127041,31.3,6.81,6.15,204,90
AMZ-IQT-001,2024-08-21,15:00,30.85,0.754,119364,31.2,6.82,6.6,190,83
AMZ-IQT-001,2024-08-22,15:00,32.16,0.786,124437,30.4,6.58,5.95,186,88
AMZ-IQT-001,2024-08-23,17:00,32.14,0.786,124345,29.7,6.21,6.56,178,90
AMZ-IQT-001,2024-08-24,09:00,32.28,0.789,124909,31.0,6.49,6.15,190,74
AMZ-IQT-001,2024-08-25,06:00,29.91,0.731,115705,30.6,6.74,6.07,181,88
AMZ-IQT-001,2024-08-26,11:00,32.61,0.797,126179,31.5,6.24,6.8,167,72
AMZ-IQT-001,2024-08-27,16:00,32.75,0.8,126702,29.3,6.38,6.61,165,97
AMZ-IQT-001,2024-08-28,13:00,32.4,0.792,125364,31.0,6.53,5.74,183,93
AMZ-IQT-001,2024-08-29,07:00,30.56,0.747,118251,31.5,6.5,7.87,158,80
AMZ-IQT-001,2024-08-30,08:00,33.63,0.822,130109,30.8,6.68,6.84,161,76
AMZ-IQT-001,2024-08-31,11:00,32.24,0.788,124720,30.5,6.58,6.29,183,91
AMZ-IQT-001,2024-09-01,06:00,30.61,0.748,118437,31.0,6.73,6.5,168,86
AMZ-IQT-001,2024-09-02,09:00,32.54,0.795,125904,30.7,6.34,7.33,177,88
AMZ-IQT-001,2024-09-03,09:00,32.93,0.805,127417,33.1,6.33,6.47,154,70
AMZ-IQT-001,2024-09-04,08:00,33.7,0.824,130392,32.4,6.3,7.28,163,94
AMZ-IQT-001,2024-09-05,11:00,31.2,0.763,120711,32.7,6.3,7.25,159,90
AMZ-IQT-001,2024-09-06,09:00,31.92,0.78,123498,31.4,6.47,7.33,187,70
AMZ-IQT-001,2024-09-07,07:00,33.12,0.81,128161,30.9,6.57,5.5,196,81
AMZ-IQT-001,2024-09-08,09:00,33.19,0.811,128421,30.0,6.36,7.02,191,86
AMZ-IQT-001,2024-09-09,10:00,32.98,0.806,127610,31.0,6.43,5.98,197,94
AMZ-IQT-001,2024-09-10,17:00,29.68,0.725,114832,30.8,6.4,5.85,155,91
AMZ-IQT-001,2024-09-11,13:00,33.62,0.822,130066,30.1,6.34,7.04,172,83
AMZ-IQT-001,2024-09-12,06:00,31.41,0.768,121532,31.2,6.59,6.99,170,85
AMZ-IQT-001,2024-09-13,11:00,33.5,0.819,129621,32.4,6.71,6.73,179,72
AMZ-IQT-001,2024-09-14,07:00,33.03,0.807,127808,31.3,6.48,6.8,211,78
AMZ-IQT-001,2024-09-15,09:00,30.19,0.738,116789,31.3,6.46,6.15,166,73
AMZ-IQT-001,2024-09-16,17:00,32.14,0.786,124367,30.0,6.17,6.79,189,95
AMZ-IQT-001,2024-09-17,14:00,34.77,0.85,134514,30.2,6.45,6.44,209,82
AMZ-IQT-001,2024-09-18,12:00,33.05,0.808,127877,30.9,6.53,6.18,153,90
AMZ-IQT-001,2024-09-19,15:00,33.53,0.82,129729,31.4,6.54,6.58,174,76
AMZ-IQT-001,2024-09-20,17:00,31.9,0.78,123410,30.8,6.33,6.88,150,77
AMZ-IQT-001,2024-09-21,12:00,33.56,0.82,129839,31.1,6.45,5.43,199,87
AMZ-IQT-001,2024-09-22,08:00,30.65,0.749,118595,29.6,6.32,6.45,160,82
AMZ-IQT-001,2024-09-23,09:00,32.53,0.795,125843,31.4,6.18,6.21,168,75
AMZ-IQT-001,2024-09-24,17:00,31.74,0.776,122823,30.7,6.54,7.0,182,97
AMZ-IQT-001,2024-09-25,12:00,33.92,0.829,131254,30.7,6.7,7.02,196,86
AMZ-IQT-001,2024-09-26,14:00,33.1,0.809,128077,31.8,6.75,6.17,201,91
AMZ-IQT-001,2024-09-27,09:00,32.85,0.803,127104,29.2,6.9,5.59,196,79
AMZ-IQT-001,2024-09-28,06:00,31.35,0.766,121282,31.0,6.45,5.7,187,75
AMZ-IQT-001,2024-09-29,10:00,33.26,0.813,128667,30.6,5.92,7.01,189,75
AMZ-IQT-001,2024-09-30,09:00,32.91,0.804,127336,30.5,6.47,6.62,182,78
AMZ-IQT-001,2024-10-01,14:00,31.78,0.777,122954,30.0,6.7,6.81,181,77
AMZ-IQT-001,2024-10-02,10:00,34.96,0.855,135271,29.5,6.45,6.95,206,86
AMZ-IQT-001,2024-10-03,14:00,33.04,0.807,127821,29.9,6.39,6.56,177,71
AMZ-IQT-001,2024-10-04,09:00,30.91,0.755,119585,30.7,6.48,6.12,148,83
AMZ-IQT-001,2024-10-05,12:00,34.05,0.832,131722,30.7,6.2,7.21,191,85
AMZ-IQT-001,2024-10-06,16:00,31.96,0.781,123652,28.5,6.31,6.16,172,84
AMZ-IQT-001,2024-10-07,15:00,30.73,0.751,118882,30.9,6.58,6.87,181,85
AMZ-IQT-001,2024-10-08,15:00,30.97,0.757,119825,29.6,6.45,6.2,207,88
AMZ-IQT-001,2024-10-09,13:00,31.42,0.768,121550,30.4,6.5,6.13,171,74
AMZ-IQT-001,2024-10-10,13:00,28.78,0.704,111370,30.6,6.45,5.85,154,79
AMZ-IQT-001,2024-10-11,09:00,29.19,0.714,112946,29.9,6.67,5.98,158,84
AMZ-IQT-001,2024-10-12,06:00,32.05,0.783,123997,29.7,6.73,6.1,187,96
AMZ-IQT-001,2024-10-13,15:00,32.89,0.804,127253,29.5,6.32,6.36,181,81
AMZ-IQT-001,2024-10-14,07:00,30.55,0.747,118203,29.5,6.19,5.88,167,82
AMZ-IQT-001,2024-10-15,09:00,32.18,0.787,124524,29.1,6.27,6.3,197,91
AMZ-IQT-001,2024-10-16,13:00,30.53,0.746,118120,29.5,6.58,7.03,154,82
AMZ-IQT-001,2024-10-17,07:00,29.21,0.714,113002,30.4,6.18,7.08,152,83
AMZ-IQT-001,2024-10-18,14:00,31.46,0.769,121733,29.9,6.32,6.5,168,92
AMZ-IQT-001,2024-10-19,14:00,31.7,0.775,122646,28.2,6.34,6.85,175,95
AMZ-IQT-001,2024-10-20,10:00,31.71,0.775,122685,29.8,6.73,6.63,175,82
AMZ-IQT-001,2024-10-21,14:00,28.4,0.694,109883,30.7,6.38,5.8,162,75
AMZ-IQT-001,2024-10-22,09:00,30.13,0.736,116557,28.7,6.31,6.26,167,88
AMZ-IQT-001,2024-10-23,06:00,32.94,0.805,127462,30.3,6.3,6.46,185,97
AMZ-IQT-001,2024-10-24,11:00,31.01,0.758,119997,29.8,6.51,6.09,201,76
AMZ-IQT-001,2024-10-25,10:00,31.6,0.772,122272,28.9,6.5,6.79,166,87
AMZ-IQT-001,2024-10-26,09:00,31.99,0.782,123753,29.0,6.75,6.53,178,80
AMZ-IQT-001,2024-10-27,16:00,30.82,0.753,119242,29.3,6.58,6.92,167,90
AMZ-IQT-001,2024-10-28,14:00,31.71,0.775,122689,29.0,6.42,6.39,204,86
AMZ-IQT-001,2024-10-29,16:00,29.1,0.711,112573,29.9,6.38,6.74,187,80
AMZ-IQT-001,2024-10-30,06:00,29.36,0.718,113610,29.5,6.32,6.18,173,101
AMZ-IQT-001,2024-10-31,11:00,32.42,0.792,125435,29.5,6.69,5.83,172,85
AMZ-IQT-001,2024-11-01,10:00,62.26,1.522,240903,28.8,6.62,6.82,347,87
AMZ-IQT-001,2024-11-02,08:00,55.25,1.35,213760,27.7,6.37,7.04,305,79
AMZ-IQT-001,2024-11-03,14:00,64.22,1.57,248481,29.6,6.8,6.86,345,81
AMZ-IQT-001,2024-11-04,10:00,62.33,1.523,241140,29.4,6.73,6.26,354,83
AMZ-IQT-001,2024-11-05,12:00,59.36,1.451,229648,30.2,6.63,6.17,350,89
AMZ-IQT-001,2024-11-06,07:00,61.54,1.504,238102,28.3,6.46,5.58,321,82
AMZ-IQT-001,2024-11-07,14:00,57.32,1.401,221791,28.3,6.32,6.67,333,88
AMZ-IQT-001,2024-11-08,07:00,57.96,1.417,224246,28.0,6.6,6.86,318,83
AMZ-IQT-001,2024-11-09,13:00,58.59,1.432,226687,28.7,6.4,7.47,308,82
AMZ-IQT-001,2024-11-10,12:00,63.74,1.558,246611,28.3,6.26,7.18,327,67
AMZ-IQT-001,2024-11-11,15:00,60.71,1.484,234890,29.1,6.62,6.97,356,92
AMZ-IQT-001,2024-11-12,15:00,61.74,1.509,238861,28.7,6.41,6.22,332,67
AMZ-IQT-001,2024-11-13,10:00,60.47,1.478,233952,28.2,6.6,5.91,368,76
AMZ-IQT-001,2024-11-14,09:00,63.7,1.557,246466,28.5,6.05,6.41,373,81
AMZ-IQT-001,2024-11-15,10:00,61.82,1.511,239186,28.6,6.7,6.61,336,87
AMZ-IQT-001,2024-11-16,16:00,64.02,1.565,247699,29.3,6.45,7.12,341,84
AMZ-IQT-001,2024-11-17,10:00,61.98,1.515,239816,29.4,6.69,7.11,335,85
AMZ-IQT-001,2024-11-18,17:00,59.89,1.464,231709,29.1,6.7,6.18,355,81
AMZ-IQT-001,2024-11-19,07:00,57.22,1.398,221373,29.4,6.55,6.26,332,88
AMZ-IQT-001,2024-11-20,06:00,60.5,1.479,234091,28.5,6.66,6.52,340,89
AMZ-IQT-001,2024-11-21,06:00,58.02,1.418,224488,27.4,6.32,6.98,353,87
AMZ-IQT-001,2024-11-22,13:00,57.77,1.412,223527,28.2,6.35,6.72,322,77
AMZ-IQT-001,2024-11-23,15:00,57.25,1.399,221517,27.5,6.66,6.77,314,80
AMZ-IQT-001,2024-11-24,15:00,60.33,1.475,233427,27.7,6.49,5.78,349,71
AMZ-IQT-001,2024-11-25,17:00,56.88,1.39,220057,26.7,6.44,6.69,308,79
AMZ-IQT-001,2024-11-26,12:00,54.39,1.329,210445,28.0,6.46,7.96,292,77
AMZ-IQT-001,2024-11-27,14:00,56.66,1.385,219231,27.7,6.35,5.46,314,70
AMZ-IQT-001,2024-11-28,07:00,54.14,1.323,209456,27.8,6.49,7.66,303,78
AMZ-IQT-001,2024-11-29,14:00,58.36,1.426,225808,28.1,6.43,6.82,286,80
AMZ-IQT-001,2024-11-30,10:00,62.32,1.523,241114,26.8,6.37,6.23,371,97
AMZ-IQT-001,2024-12-01,08:00,62.6,1.53,242210,27.6,6.66,6.5,340,68
AMZ-IQT-001,2024-12-02,16:00,60.09,1.469,232484,29.6,6.55,6.46,344,86
AMZ-IQT-001,2024-12-03,06:00,56.75,1.387,219554,28.8,6.2,6.79,316,76
AMZ-IQT-001,2024-12-04,07:00,62.24,1.521,240812,26.4,6.58,6.53,353,95
AMZ-IQT-001,2024-12-05,08:00,60.21,1.472,232941,29.3,6.54,6.76,351,98
AMZ-IQT-001,2024-12-06,11:00,62.29,1.523,241018,27.0,6.34,6.01,355,100
AMZ-IQT-001,2024-12-07,11:00,60.61,1.482,234519,28.0,6.72,6.44,341,91
AMZ-IQT-001,2024-12-08,14:00,66.08,1.615,255652,27.3,6.32,5.39,377,85
AMZ-IQT-001,2024-12-09,09:00,54.82,1.34,212117,26.1,6.45,5.9,292,78
AMZ-IQT-001,2024-12-10,12:00,58.44,1.428,226124,26.6,6.79,6.29,327,81
AMZ-IQT-001,2024-12-11,12:00,56.48,1.381,218529,27.2,6.46,6.19,336,61
AMZ-IQT-001,2024-12-12,11:00,60.74,1.484,234988,28.0,6.65,5.59,342,68
AMZ-IQT-001,2024-12-13,08:00,55.56,1.358,214954,26.4,6.53,6.22,295,83
AMZ-IQT-001,2024-12-14,12:00,54.32,1.328,210173,26.1,6.53,6.35,304,93
